"Together as One!".jpg 	"Together as One!" 	Elite Shout. (3...13...15 seconds.) All party members near you or your pet deal +5...13...15 damage [sic] and gain +1...6...7 Health regeneration. PvE Skill 		10 Tango-energy.png 		15 Tango-recharge-darker.png 		Expertise	Core
Call of Protection.jpg 	Call of Protection 	Shout. (120 seconds.) Your pet has 5...17...20 damage reduction. 		5 Tango-energy.png 		90 Tango-recharge-darker.png 	Tango-quest-icon.png	Beast Mastery	Prophecies
Called Shot.jpg 	Called Shot 	Bow Attack. You shoot an arrow that moves 3 times faster. Unblockable. 		5 Tango-energy.png 		3 Tango-recharge-darker.png 	Tango-quest-icon.png		Core
Charm Animal.jpg 	Charm Animal 	Skill. Charm target animal. Once charmed, your animal companion will travel with you whenever you have Charm Animal equipped. You cannot charm an animal that is more than 4 levels above you. 		10 Tango-energy.png 	10 Tango-activation-darker.png 		Tango-quest-icon.png	Beast Mastery	Core
Charm Animal (Codex).jpg 	Charm Animal (Codex) 	Skill. Your animal companion will travel with you whenever you have Charm Animal equipped. Failure unless Beast Mastery 8 or higher. 		10 Tango-energy.png 	10 Tango-activation-darker.png 			Beast Mastery	Core
Choking Gas.jpg 	Choking Gas 	Preparation. (1...10...12 seconds.) +1...7...8 damage. Spreads Choking Gas to foes adjacent to target. Choking Gas interrupts spells. 		15 Tango-energy.png 	2 Tango-activation-darker.png 	24 Tango-recharge-darker.png 	Tango-quest-icon.png	Wilderness Survival	Core
Comfort Animal.jpg 	Comfort Animal 	Skill. Your pet gains 20...87...104 Health. Resurrects your pet (10...48...58% Health.) If you have Comfort Animal equipped, your animal companion will travel with you. 		5 Tango-energy.png 	1 Tango-activation-darker.png 	1 Tango-recharge-darker.png 	Tango-quest-icon.png	Beast Mastery	Core
Comfort Animal (PvP).jpg 	Comfort Animal (PvP) 	Skill. Your pet gains 20...87...104 Health. Resurrects your pet (10...48...58% Health.) 		10 Tango-energy.png 	1 Tango-activation-darker.png 	1 Tango-recharge-darker.png 		Beast Mastery	Core
Companionship.jpg 	Companionship 	Skill. Heals you for 30...102...120 if you have less Health than your pet. Heals your pet for 30...102...120 if it has less Health than you. 		5 Tango-energy.png 	2 Tango-activation-darker.png 	10 Tango-recharge-darker.png 		Beast Mastery	Eye of the North
Concussion Shot.jpg 	Concussion Shot 	Bow Attack. Interrupts a spell. Interruption effect: inflicts Dazed condition (5...17...20 seconds). Hits for only 1...13...16 damage. 		25 Tango-energy.png 	½ Tango-activation-darker.png 	5 Tango-recharge-darker.png 	Tango-quest-icon.png	Marksmanship	Core
Conflagration.jpg 	Conflagration 	Nature Ritual. Creates a level 1...8...10 spirit (30...126...150 second lifespan). All arrows deal fire damage for creatures in range. Does not affect spirits. 		5 Tango-energy.png 	5 Tango-activation-darker.png 	60 Tango-recharge-darker.png 		Wilderness Survival	Factions
Crippling Shot.jpg 	Crippling Shot 	Elite Bow Attack. Unblockable. Inflicts Crippled condition (1...9...11 second[s]). 		10 Tango-energy.png 		4 Tango-recharge-darker.png 		Marksmanship	Prophecies
Crossfire.jpg 	Crossfire 	Bow Attack. Deals +5...17...20 damage. Unblockable if target foe is near any of your allies. 		5 Tango-energy.png 		4 Tango-recharge-darker.png 		Marksmanship	Nightfall
Debilitating Shot.jpg 	Debilitating Shot 	Bow Attack. Causes 1...8...10 Energy loss. 		10 Tango-energy.png 		10 Tango-recharge-darker.png 	Tango-quest-icon.png	Marksmanship	Core
Determined Shot.jpg 	Determined Shot 	Bow Attack. Deals +5...17...20 damage. Recharges your attack skills if it fails to hit. 		5 Tango-energy.png 		10 Tango-recharge-darker.png 	Tango-quest-icon.png	Marksmanship	Core
Disrupting Accuracy.jpg 	Disrupting Accuracy 	Preparation. (36 seconds.) Interrupts an action whenever your arrows critical. 		5 Tango-energy.png 	2 Tango-activation-darker.png 	12 Tango-recharge-darker.png 		Marksmanship	Nightfall
Disrupting Lunge.jpg 	Disrupting Lunge 	Pet Attack. Deals +1...10...12 damage. Interrupts a skill. Interruption effect: interrupted skill is disabled for +20 seconds. 		5 Tango-energy.png 		20 Tango-recharge-darker.png 		Beast Mastery	Core
Disrupting Shot.jpg 	Disrupting Shot 	Bow Attack. Interrupts an action. Interruption effect: +10...34...40 damage if you interrupt a skill. 		10 Tango-energy.png 	½ Tango-activation-darker.png 	15 Tango-recharge-darker.png 		Marksmanship	Eye of the North
Distracting Shot.jpg 	Distracting Shot 	Bow Attack. Interrupts an action. Interruption effect: interrupted skill is disabled for +20 seconds. Hits for only 1...13...16 damage. 		5 Tango-energy.png 	½ Tango-activation-darker.png 	10 Tango-recharge-darker.png 	Tango-quest-icon.png	Expertise	Core
Dodge.jpg 	Dodge 	Stance. (5...10...11 seconds.) You move 33% faster and have 27...65...75% chance to block projectile attacks. Ends if you attack. 		5 Tango-energy.png 		30 Tango-recharge-darker.png 	Tango-quest-icon.png	Expertise	Prophecies
Dryder's Defenses.jpg 	Dryder's Defenses 	Stance. (5...10...11 seconds.) You have 75% chance to block and +34...55...60 armor against elemental damage. 		5 Tango-energy.png 		60 Tango-recharge-darker.png 		Wilderness Survival	Prophecies
Dual Shot.jpg 	Dual Shot 	Bow Attack. You shoot two arrows simultaneously at target foe. These arrows deal 25% less damage 		10 Tango-energy.png 		10 Tango-recharge-darker.png 	Tango-quest-icon.png		Core
Dust Trap.jpg 	Dust Trap 	Trap. (90 seconds.) Affects nearby foes. Deals 10...22...25 damage every second (5 seconds). Inflicts Blindness condition (3...7...8 seconds) every second (5 seconds). Easily interrupted. 		25 Tango-energy.png 	2 Tango-activation-darker.png 	30 Tango-recharge-darker.png 	Tango-quest-icon.png	Wilderness Survival	Prophecies
Edge of Extinction.jpg 	Edge of Extinction 	Nature Ritual. Creates a level 1...8...10 spirit (30...126...150 second lifespan). Deals 14...43...50 damage to creatures in its range whenever a creature of the same type dies. Does not affect spirits. No damage to creatures above 90% Health. 		5 Tango-energy.png 	5 Tango-activation-darker.png 	60 Tango-recharge-darker.png 	Tango-quest-icon.png	Beast Mastery	Prophecies
Energizing Wind.jpg 	Energizing Wind 	Nature Ritual. Creates a level 1...5...6 spirit (1...25...31 second[s] lifespan). Skills cost 15 less energy (minimum cost 10 energy) and recharge 25% slower for creatures in range. Does not affect spirits. 		15 Tango-energy.png 	5 Tango-activation-darker.png 	60 Tango-recharge-darker.png 		Beast Mastery	Core
Enraged Lunge.jpg 	Enraged Lunge 	Elite Pet Attack. Inflicts Deep Wound condition (5...17...20 seconds) and deals +10...42...50 damage. 		5 Tango-energy.png 		5 Tango-recharge-darker.png 		Beast Mastery	Factions
Enraged Lunge (PvP).jpg 	Enraged Lunge (PvP) 	Elite Pet Attack. Deals +3...19...23 damage (maximum 80) for each of your recharging Beast Mastery skills. 		5 Tango-energy.png 		5 Tango-recharge-darker.png 		Beast Mastery	Factions
Equinox.jpg 	Equinox 	Elite Nature Ritual. Creates a level 1...8...10 spirit (30...126...150 second lifespan). Overcast-causing spells cast within range cause an additional 10 Overcast. 		10 Tango-energy.png 	3 Tango-activation-darker.png 	15 Tango-recharge-darker.png 		Wilderness Survival	Factions
Escape.jpg 	Escape 	Elite Stance. (1...7...8 second[s].) You move 33% faster and have 75% chance to block. 		5 Tango-energy.png 		12 Tango-recharge-darker.png 		Expertise	Core
Escape (PvP).jpg 	Escape (PvP) 	Elite Stance. (1...7...8 second[s].) You move 33% faster and have 75% chance to block. Ends if you make a melee attack. 		5 Tango-energy.png 		12 Tango-recharge-darker.png 		Expertise	Core
Expert Focus.jpg 	Expert Focus 	Preparation. (24 seconds.) Your bow attack skills cost 1...2...2 less Energy and do +1...8...10 damage. 		10 Tango-energy.png 	2 Tango-activation-darker.png 	12 Tango-recharge-darker.png 		Expertise	Eye of the North
Expert's Dexterity.jpg 	Expert's Dexterity 	Elite Stance. (1...16...20 second[s].) You attack 33% faster and you gain +2 to your Marksmanship attribute. 		5 Tango-energy.png 		20 Tango-recharge-darker.png 		Expertise	Nightfall
Expert's Dexterity (PvP).jpg 	Expert's Dexterity (PvP) 	Elite Stance. (1...16...20 second[s].) You attack 15% faster and you gain +1 to your Marksmanship attribute. 		5 Tango-energy.png 		20 Tango-recharge-darker.png 		Expertise	Nightfall
Famine.jpg 	Famine 	Elite Nature Ritual. Creates a level 1...8...10 spirit (30...78...90 lifespan). Deals 10...30...35 damage to creatures in range that reach 0 energy. Does not affect spirits. 		10 Tango-energy.png 	3 Tango-activation-darker.png 	15 Tango-recharge-darker.png 		Wilderness Survival	Factions
Favorable Winds.jpg 	Favorable Winds 	Nature Ritual. Creates a level 1...8...10 spirit (30...126...150 second lifespan). Arrows move twice as fast and hit for +6 damage for creatures in range. Does not affect spirits. 		5 Tango-energy.png 	5 Tango-activation-darker.png 	60 Tango-recharge-darker.png 	Tango-quest-icon.png	Marksmanship	Core
Feral Aggression.jpg 	Feral Aggression 	Skill. (5...17...20 seconds.) Your pet attacks 33% faster and deals +3...9...10 damage. 		15 Tango-energy.png 		20 Tango-recharge-darker.png 		Beast Mastery	Eye of the North
Feral Lunge.jpg 	Feral Lunge 	Pet Attack. Deals +5...29...35 damage. Inflicts Bleeding condition if target foe is attacking (5...21...25 seconds). 		5 Tango-energy.png 		10 Tango-recharge-darker.png 	Tango-quest-icon.png	Beast Mastery	Prophecies
Ferocious Strike.jpg 	Ferocious Strike 	Elite Pet Attack. Deals +13...25...28 damage. You gain adrenaline and 3...9...10 energy. 		5 Tango-energy.png 		8 Tango-recharge-darker.png 		Beast Mastery	Core
Fertile Season.jpg 	Fertile Season 	Nature Ritual. Creates a level 1...8...10 spirit (15...39...45 second lifespan). Creatures in range have +50...130...150 maximum health and +8 armor. Does not affect spirits. 		15 Tango-energy.png 	5 Tango-activation-darker.png 	60 Tango-recharge-darker.png 		Beast Mastery	Prophecies
Flame Trap.jpg 	Flame Trap 	Trap. (90 seconds.) Affects nearby foes. Deals 5...17...20 fire damage every second (3 seconds). Inflicts Burning condition (1...3...3 second[s]). Easily interrupted. 		10 Tango-energy.png 	2 Tango-activation-darker.png 	20 Tango-recharge-darker.png 	Tango-quest-icon.png	Wilderness Survival	Core
Focused Shot.jpg 	Focused Shot 	Bow Attack. Deals +10...22...25 damage. Your other attack skills are disabled (5...3...3 seconds) if this attack hits. 		5 Tango-energy.png 		2 Tango-recharge-darker.png 		Marksmanship	Factions
Forked Arrow.jpg 	Forked Arrow 	Bow Attack. You shoot two arrows simultaneously. Shoot only one arrow if you are enchanted or hexed. 		10 Tango-energy.png 		5 Tango-recharge-darker.png 			Nightfall
Frozen Soil.jpg 	Frozen Soil 	Nature Ritual. Creates a level 1...8...10 spirit. (30...78...90 second lifespan). Creatures in range cannot activate resurrection skills. Does not affect spirits. 		10 Tango-energy.png 	5 Tango-activation-darker.png 	30 Tango-recharge-darker.png 		Wilderness Survival	Prophecies
Glass Arrows.jpg 	Glass Arrows 	Elite Preparation. (10...30...35 seconds.) Your arrows deal +5...17...20 damage. Inflicts Bleeding condition if blocked (10...18...20 seconds). 		5 Tango-energy.png 	2 Tango-activation-darker.png 	12 Tango-recharge-darker.png 		Expertise	Factions
Glass Arrows (PvP).jpg 	Glass Arrows (PvP) 	Elite Preparation. (10...30...35 seconds.) Your arrows deal +5...11...12 damage. Inflicts Bleeding condition if blocked (10...18...20 seconds). 		5 Tango-energy.png 	2 Tango-activation-darker.png 	12 Tango-recharge-darker.png 		Expertise	Factions
Greater Conflagration.jpg 	Greater Conflagration 	Elite Nature Ritual. Creates a level 1...8...10 spirit (30...126...150 second lifespan). Converts physical damage to fire damage for creatures in range. Does not affect spirits. 		5 Tango-energy.png 	3 Tango-activation-darker.png 	15 Tango-recharge-darker.png 		Wilderness Survival	Prophecies
Heal as One.jpg 	Heal as One 	Elite Skill. (15 seconds.) Your pet's attacks steal 1...16...20 Health. Initial effect: heals you and your pet for 20...87...104; resurrects your pet (50% Health) if dead. If you have this equipped, your pet will travel with you. 		5 Tango-energy.png 	1 Tango-activation-darker.png 	5 Tango-recharge-darker.png 		Beast Mastery	Factions
Heal as One (PvP).jpg 	Heal as One (PvP) 	Elite Skill. Heals you and your pet for 25...121...145. If your pet is dead, it is resurrected with 50% Health. No effect if neither you nor your pet are below 75% Health. 		5 Tango-energy.png 	1 Tango-activation-darker.png 	8 Tango-recharge-darker.png 		Beast Mastery	Factions
Healing Spring.jpg 	Healing Spring 	Trap. (10 seconds.) Affects adjacent allies. Heals for 15...51...60 every 2 seconds. Easily interrupted. 		10 Tango-energy.png 	2 Tango-activation-darker.png 	20 Tango-recharge-darker.png 		Wilderness Survival	Prophecies
Heket's Rampage.jpg 	Heket's Rampage 	Stance. (5...10...11 seconds). You attack 33% faster. Ends if you use an attack skill. 		5 Tango-energy.png 		10 Tango-recharge-darker.png 		Beast Mastery	Nightfall
Hunter's Shot.jpg 	Hunter's Shot 	Bow Attack. Inflicts Bleeding condition (3...21...25 seconds) if your target is hit. 		5 Tango-energy.png 	1 Tango-activation-darker.png 	10 Tango-recharge-darker.png 	Tango-quest-icon.png	Marksmanship	Core
Ignite Arrows.jpg 	Ignite Arrows 	Preparation. (24 seconds.) Your arrows deal 3...15...18 fire damage to target and foes adjacent to target. 		10 Tango-energy.png 	2 Tango-activation-darker.png 	12 Tango-recharge-darker.png 	Tango-quest-icon.png	Wilderness Survival	Prophecies
Incendiary Arrows.jpg 	Incendiary Arrows 	Elite Bow Attack. Hits 2 foes near your target and inflicts burning (1...3...3 second[s]). 		5 Tango-energy.png 		5 Tango-recharge-darker.png 		Wilderness Survival	Prophecies
Infuriating Heat.jpg 	Infuriating Heat 	Elite Nature Ritual. Creates a level 1...8...10 spirit (30...54...60 second lifespan). Doubles adrenaline gain for creatures in range. 		5 Tango-energy.png 	3 Tango-activation-darker.png 	15 Tango-recharge-darker.png 		Expertise	Nightfall
Keen Arrow.jpg 	Keen Arrow 	Bow Attack. Deals +5...17...20 damage. Deals +5...21...25 more damage if you land a critical hit. 		5 Tango-energy.png 		6 Tango-recharge-darker.png 		Marksmanship	Nightfall
Keen Arrow (PvP).jpg 	Keen Arrow (PvP) 	Bow Attack. Deals +1...4...5 damage. Deals +5...25...30 more damage if you land a critical hit. 		5 Tango-energy.png 		12 Tango-recharge-darker.png 		Marksmanship	Nightfall
Kindle Arrows.jpg 	Kindle Arrows 	Preparation. (24 seconds.) +3...20...24 fire damage. Your arrows deal fire damage. 		5 Tango-energy.png 	2 Tango-activation-darker.png 	12 Tango-recharge-darker.png 	Tango-quest-icon.png	Wilderness Survival	Core
Lacerate.jpg 	Lacerate 	Elite Nature Ritual. Creates a level 1...8...10 spirit (30...126...150 second lifespan). Bleeding creatures in range have -2 Health degeneration. End effect: Inflicts Bleeding condition (5...21...25 seconds) on creatures in range that have less than 90% health. Does not affect spirits. 		10 Tango-energy.png 	3 Tango-activation-darker.png 	15 Tango-recharge-darker.png 		Beast Mastery	Factions
Lightning Reflexes.jpg 	Lightning Reflexes 	Stance. (5...10...11 seconds.) You attack 33% faster and have 75% chance to block. 		10 Tango-energy.png 		30 Tango-recharge-darker.png 	Tango-quest-icon.png	Expertise	Core
Lightning Reflexes (PvP).jpg 	Lightning Reflexes (PvP) 	Stance. (5...10...11 seconds.) You attack 33% faster and have 75% chance to block. 		10 Tango-energy.png 		45 Tango-recharge-darker.png 		Expertise	Core
Magebane Shot.jpg 	Magebane Shot 	Elite Bow Attack. Interrupts an action. Interruption effect: an interrupted spell is disabled for +10 seconds. Unblockable. 		10 Tango-energy.png 	½ Tango-activation-darker.png 	5 Tango-recharge-darker.png 			Nightfall
Maiming Strike.jpg 	Maiming Strike 	Pet Attack. Deals +5...17...20 damage. Inflicts Crippled condition (3...13...15 seconds) if target foe is moving. 		10 Tango-energy.png 		5 Tango-recharge-darker.png 		Beast Mastery	Core
Marauder's Shot.jpg 	Marauder's Shot 	Bow Attack. Deals +10...30...35 damage. Your non-attack skills are disabled (10 seconds) if this attack hits. 		10 Tango-energy.png 		6 Tango-recharge-darker.png 		Marksmanship	Factions
Marksman's Wager.jpg 	Marksman's Wager 	Elite Preparation. (18 seconds.) Gain 5...9...10 Energy whenever your arrows hit. Lose 10 Energy whenever your arrows fail to hit. 		5 Tango-energy.png 	2 Tango-activation-darker.png 	24 Tango-recharge-darker.png 		Expertise	Prophecies
Melandru's Arrows.jpg 	Melandru's Arrows 	Elite Preparation. (18 seconds.) Your arrows inflict Bleeding condition (3...21...25 seconds) and deal +8...24...28 damage to enchanted foes. 		5 Tango-energy.png 	2 Tango-activation-darker.png 	12 Tango-recharge-darker.png 		Wilderness Survival	Prophecies
Melandru's Assault.jpg 	Melandru's Assault 	Pet Attack. Deals +5...17...20 damage to nearby foes. 		10 Tango-energy.png 		5 Tango-recharge-darker.png 		Beast Mastery	Prophecies
Melandru's Assault (PvP).jpg 	Melandru's Assault (PvP) 	Pet Attack. Deals +5...17...20 damage. Deals +5...29...35 more damage to target and foes adjacent to target if this foe is enchanted. 		10 Tango-energy.png 		5 Tango-recharge-darker.png 		Beast Mastery	Prophecies
Melandru's Resilience.jpg 	Melandru's Resilience 	Elite Stance. (8...18...20 seconds.) You have +4 Health regeneration and +1 Energy regeneration for each condition and hex on you. 		5 Tango-energy.png 		15 Tango-recharge-darker.png 		Wilderness Survival	Prophecies
Melandru's Shot.jpg 	Melandru's Shot 	Elite Bow Attack. Inflicts Bleeding (5...21...25 seconds). Deals +10...22...25 damage and inflicts Crippled (5...13...15 seconds) if target foe was moving or knocked down. 		5 Tango-energy.png 	1 Tango-activation-darker.png 	8 Tango-recharge-darker.png 		Marksmanship	Factions
Muddy Terrain.jpg 	Muddy Terrain 	Nature Ritual. Creates a level 1...8...10 spirit (30...78...90 second lifespan). Creatures in range have 10% slower movement: also negates speed boosts. Does not affect spirits. 		5 Tango-energy.png 	5 Tango-activation-darker.png 	30 Tango-recharge-darker.png 		Wilderness Survival	Prophecies
Natural Stride.jpg 	Natural Stride 	Stance. (1...7...8 second[s].) You move 33% faster and have 50% chance to block. Ends if you become hexed or enchanted. 		5 Tango-energy.png 		12 Tango-recharge-darker.png 		Wilderness Survival	Nightfall
Nature's Renewal.jpg 	Nature's Renewal 	Nature Ritual. Creates a level 1...8...10 spirit (30...126...150 second lifespan). For creatures in range, enchantments and Hexes [sic] take twice as long to cast and it costs twice as much Energy to maintain enchantments. Does not affect spirits. 		5 Tango-energy.png 	5 Tango-activation-darker.png 	60 Tango-recharge-darker.png 		Wilderness Survival	Core
Needling Shot.jpg 	Needling Shot 	Bow Attack. Fast-moving arrow. Deals 10...26...30 damage. Recharges instantly if target foe is below 50% Health. Your other attack skills are disabled (2 seconds). 		5 Tango-energy.png 	¾ Tango-activation-darker.png 	4 Tango-recharge-darker.png 		Marksmanship	Factions
Never Rampage Alone.jpg 	Never Rampage Alone 	Skill. (18...25 seconds.) You and your pet attack 25% faster and have +1...3 Health regeneration. 		15 Tango-energy.png 		20 Tango-recharge-darker.png 		Sunspear rank	Nightfall
Oath Shot.jpg 	Oath Shot 	Elite Bow Attack. Recharges all skills except Oath Shot if it hits. Disables all skills if it misses (10...5...4 seconds). 50% miss chance unless Expertise 8 or higher. 		10 Tango-energy.png 		25 Tango-recharge-darker.png 		Expertise	Prophecies
Otyugh's Cry.jpg 	Otyugh's Cry 	Shout. (10...22...25 seconds.) Your pet has +24 armor and is unblockable. 		5 Tango-energy.png 		30 Tango-recharge-darker.png 	Tango-quest-icon.png	Beast Mastery	Prophecies
Penetrating Attack.jpg 	Penetrating Attack 	Bow Attack. Deals +5...21...25 damage. 10% armor penetration. 		10 Tango-energy.png 	¾ Tango-activation-darker.png 	4 Tango-recharge-darker.png 	Tango-quest-icon.png	Marksmanship	Prophecies
Penetrating Attack (PvP).jpg 	Penetrating Attack (PvP) 	Bow Attack. Deals +3...9...10 damage. 10% armor penetration. 		10 Tango-energy.png 	1 Tango-activation-darker.png 	4 Tango-recharge-darker.png 		Marksmanship	Prophecies
Pestilence.jpg 	Pestilence 	Nature Ritual. Creates a level 1...8...10 spirit (30...78...90 second lifespan). When any creature in range dies, conditions on this creature spread to any creature in the area with a condition. Spirits are not affected. 		5 Tango-energy.png 	5 Tango-activation-darker.png 	60 Tango-recharge-darker.png 		Wilderness Survival	Nightfall
Piercing Trap.jpg 	Piercing Trap 	Trap. (90 seconds.) Affects nearby foes. Deals 5...41...50 piercing damage. Deals 15...51...60 more damage to any foes with Cracked Armor. Easily interrupted. 		10 Tango-energy.png 	2 Tango-activation-darker.png 	30 Tango-recharge-darker.png 		Wilderness Survival	Eye of the North
Pin Down.jpg 	Pin Down 	Bow Attack. Inflicts Crippled condition (3...13...15 seconds). 		15 Tango-energy.png 		8 Tango-recharge-darker.png 	Tango-quest-icon.png	Marksmanship	Core
Point Blank Shot.jpg 	Point Blank Shot 	Half Range Bow Attack. Deals +10...34...40 damage. 		5 Tango-energy.png 		3 Tango-recharge-darker.png 	Tango-quest-icon.png	Expertise	Prophecies
Poison Arrow.jpg 	Poison Arrow 	Elite Bow Attack. Inflicts Poisoned condition. (5...17...20) 		5 Tango-energy.png 		1 Tango-recharge-darker.png 		Wilderness Survival	Prophecies
Poison Tip Signet.jpg 	Poison Tip Signet 	Signet. (60 seconds.) Inflicts Poisoned condition (8...14...15 seconds) with your next attack. 			1 Tango-activation-darker.png 	6 Tango-recharge-darker.png 		Wilderness Survival	Eye of the North
Poisonous Bite.jpg 	Poisonous Bite 	Pet Attack. Inflicts Poisoned condition (5...17...20 seconds). 		5 Tango-energy.png 		7 Tango-recharge-darker.png 		Beast Mastery	Factions
Pounce.jpg 	Pounce 	Pet Attack. Deals +5...17...20 damage. Causes knock-down if target foe is moving. 		5 Tango-energy.png 		20 Tango-recharge-darker.png 		Beast Mastery	Factions
Power Shot.jpg 	Power Shot 	Bow Attack. Target foe takes 25...45...50 damage. 		10 Tango-energy.png 		3 Tango-recharge-darker.png 	Tango-quest-icon.png	Marksmanship	Core
Practiced Stance.jpg 	Practiced Stance 	Elite Stance. (20...32...35 seconds.) Your preparations recharge 50% faster and last 30...126...150% longer. 		5 Tango-energy.png 		15 Tango-recharge-darker.png 		Expertise	Prophecies
Precision Shot.jpg 	Precision Shot 	Bow Attack. Deals +3...9...10 damage. Unblockable. Easily Interrupted. 		10 Tango-energy.png 	1 Tango-activation-darker.png 	6 Tango-recharge-darker.png 	Tango-quest-icon.png	Marksmanship	Core
Predator's Pounce.jpg 	Predator's Pounce 	Pet Attack. Deals +5...29...35 damage. Your pet gains 5...41...50 Health if this attack hits. 		5 Tango-energy.png 		5 Tango-recharge-darker.png 		Beast Mastery	Prophecies
Predatory Bond.jpg 	Predatory Bond 	Shout. (5...17...20 seconds.) Your pet attacks 25% faster and you gain 1...25...31 Health whenever your pet makes a successful attack. 		10 Tango-energy.png 		30 Tango-recharge-darker.png 		Beast Mastery	Factions
Predatory Bond (PvP).jpg 	Predatory Bond (PvP) 	Shout. (5...17...20 seconds.) You gain 1...25...31 Health whenever your pet makes a successful attack. 		10 Tango-energy.png 		30 Tango-recharge-darker.png 		Beast Mastery	Factions
Predatory Season.jpg 	Predatory Season 	Nature Ritual. Creates a level 1...8...10 spirit (30...126...150 second lifespan). Creatures in range receive 20% less from healing. Creatures gain 5 health each time they hit with an attack. Does not affect spirits. 		5 Tango-energy.png 	5 Tango-activation-darker.png 	60 Tango-recharge-darker.png 	Tango-quest-icon.png	Beast Mastery	Prophecies
Prepared Shot.jpg 	Prepared Shot 	Elite Bow Attack. Deals +10...22...25 damage. You gain 1...7...9 Energy if you have a preparation active. 		5 Tango-energy.png 		6 Tango-recharge-darker.png 		Marksmanship	Nightfall
