"Charge!".jpg 	"Charge!" 	Elite Shout. (5...11...13 seconds.) Allies in earshot move 33% faster. Initial effect: these allies lose the Crippled condition. 		5 Tango-energy.png 		20 Tango-recharge-darker.png 		Tactics	Core
Critical Chop.jpg 	Critical Chop 	Axe Attack. Deals +5...17...20 damage. Interrupts an action if you land a critical hit. 		5 Tango-energy.png 	1 Tango-activation-darker.png 	15 Tango-recharge-darker.png 		Axe Mastery	Nightfall
Crude Swing.jpg 	Crude Swing 	Hammer Attack. Attack all adjacent foes for +1...16...20 damage. 		5 Tango-energy.png 		5 Tango-recharge-darker.png 		Hammer Mastery	Prophecies
Crushing Blow.jpg 	Crushing Blow 	Hammer Attack. Deals +1...16...20 damage. Inflicts Deep Wound condition if target foe is knocked-down (5...17...20 seconds). 		5 Tango-energy.png 		10 Tango-recharge-darker.png 	Tango-quest-icon.png	Hammer Mastery	Prophecies
Cyclone Axe.jpg 	Cyclone Axe 	Axe Attack. Deals +4...10...12 damage to all foes adjacent to you. 		5 Tango-energy.png 		4 Tango-recharge-darker.png 	Tango-quest-icon.png	Axe Mastery	Core
Deadly Riposte.jpg 	Deadly Riposte 	Skill. (8 seconds). You block the next melee attack and your attacker takes 15...75...90 damage. Inflicts Bleeding condition. (3...21...25 seconds). No effect unless you have a sword equipped. 		5 Tango-energy.png 		10 Tango-recharge-darker.png 		Tactics	Prophecies
Decapitate.jpg 	Decapitate 	Elite Axe Attack. Deals +5...41...50 damage. Inflicts Deep Wound condition (5...17...20 seconds). Automatic critical hit. You lose all adrenaline and Energy. 	8 Tango-adrenaline.png 					Axe Mastery	Nightfall
Defensive Stance.jpg 	Defensive Stance 	Stance. (1...4...5 second[s].) You have 75% chance to block. End effect: gain one adrenaline for each melee attack skill you have (maximum 0...3...4). 	5 Tango-adrenaline.png 			8 Tango-recharge-darker.png 	Tango-quest-icon.png	Tactics	Core
Deflect Arrows.jpg 	Deflect Arrows 	Stance. (1...5...6 second[s].) You have 75% chance to block attacks. Adjacent foes suffer Bleeding (5...13...15 seconds) when you block a projectile attack. 	5 Tango-adrenaline.png 			12 Tango-recharge-darker.png 		Tactics	Prophecies
Defy Pain.jpg 	Defy Pain 	Elite Skill. (20 seconds.) You have +90...258...300 maximum Health, +20 armor, and take 1...8...10 less damage. 	5 Tango-adrenaline.png 					Strength	Prophecies
Defy Pain (PvP).jpg 	Defy Pain (PvP) 	Elite Stance. (20 seconds.) You have +90...258...300 maximum Health and +20 armor. 	5 Tango-adrenaline.png 					Strength	Prophecies
Desperation Blow.jpg 	Desperation Blow 	Melee Attack. Deals +10...34...40 damage. Inflicts one of the following random conditions: Deep Wound (20 seconds), Weakness (20 seconds), Bleeding (25 seconds), or Crippled (15 seconds). You are knocked-down. 		5 Tango-energy.png 		7 Tango-recharge-darker.png 		Tactics	Prophecies
Devastating Hammer.jpg 	Devastating Hammer 	Elite Hammer Attack. Causes knock-down. Inflicts Weakness condition (5...17...20 seconds). 	7 Tango-adrenaline.png 					Hammer Mastery	Core
Disarm.jpg 	Disarm 	Sword Attack. Interrupts target foe. Interruption effect: disables this foe's attack skills (0...2...3 second[s]) if that action was an attack. 		5 Tango-energy.png 	½ Tango-activation-darker.png 	20 Tango-recharge-darker.png 		Strength	Eye of the North
Disciplined Stance.jpg 	Disciplined Stance 	Stance. (1...3...4 second[s].) You have 75% chance to block and +10 armor. Ends if you use an adrenal skill. 		5 Tango-energy.png 		15 Tango-recharge-darker.png 		Tactics	Prophecies
Dismember.jpg 	Dismember 	Axe Attack. Inflicts Deep Wound condition (5...17...20 seconds). 	5 Tango-adrenaline.png 				Tango-quest-icon.png	Axe Mastery	Core
Disrupting Chop.jpg 	Disrupting Chop 	Axe Attack. Interrupts an action. Interruption effect: interrupted skill is disabled for +20 seconds. 	6 Tango-adrenaline.png 					Axe Mastery	Core
Distracting Blow.jpg 	Distracting Blow 	Melee Attack. Also attacks foes adjacent to your target. Interrupts an action. Hits for no damage. 		5 Tango-energy.png 	½ Tango-activation-darker.png 	10 Tango-recharge-darker.png 	Tango-quest-icon.png		Core
Distracting Strike.jpg 	Distracting Strike 	Melee Attack. Interrupts an action. Interruption effect: Disables interrupted skill (20 seconds) if target foe has Cracked Armor. Deals no damage. 		5 Tango-energy.png 	½ Tango-activation-darker.png 	15 Tango-recharge-darker.png 			Eye of the North
Dolyak Signet.jpg 	Dolyak Signet 	Signet. (8...18...20 seconds.) You have +10...34...40 armor and cannot be knocked-down. You move 75% slower. 				20 Tango-recharge-darker.png 		Strength	Prophecies
Dragon Slash.jpg 	Dragon Slash 	Elite Sword Attack. Deals +10...34...40 damage. You gain 1...4...5 strike[s] of adrenaline if it hits. 	10 Tango-adrenaline.png 					Swordsmanship	Factions
Drunken Blow.jpg 	Drunken Blow 	Melee Attack. Deals +10...34...40 damage. Inflicts one of the following random conditions: Deep Wound (20 seconds), Weakness (20 seconds), Bleeding (25 seconds), or Crippled (15 seconds). You are knocked-down. 		5 Tango-energy.png 		7 Tango-recharge-darker.png 	Tango-quest-icon.png	Tactics	Factions
Dwarven Battle Stance.jpg 	Dwarven Battle Stance 	Elite Stance. (5...10...11 seconds.) You attack 33% faster, you gain +40 armor, and your attack skills interrupt actions. No effect unless you have a hammer equipped. 		5 Tango-energy.png 		20 Tango-recharge-darker.png 		Strength	Prophecies
Earth Shaker.jpg 	Earth Shaker 	Elite Hammer Attack. Knocks down target and adjacent foes. 50% failure chance unless Hammer Mastery is 5 or more. 	8 Tango-adrenaline.png 					Hammer Mastery	Prophecies
Endure Pain.jpg 	Endure Pain 	Skill. (7...16...18 seconds.) You have +90...258...300 maximum Health. 		5 Tango-energy.png 		30 Tango-recharge-darker.png 	Tango-quest-icon.png	Strength	Core
Enraged Smash.jpg 	Enraged Smash 	Elite Hammer Attack. Gives you 1...3...4 strike[s] of adrenaline if you hit. Deals +10...34...40 damage and causes knockdown if target foe was moving. 		5 Tango-energy.png 		5 Tango-recharge-darker.png 		Hammer Mastery	Factions
Enraged Smash (PvP).jpg 	Enraged Smash (PvP) 	Elite Hammer Attack. Gives you 1...3...4 strike[s] of adrenaline if you hit. Deals +10...34...40 damage and causes knockdown if target foe was moving. 		5 Tango-energy.png 		10 Tango-recharge-darker.png 		Hammer Mastery	Factions
Enraging Charge.jpg 	Enraging Charge 	Stance. (5...13...15 seconds.) You move 25% faster. Gain +0...2...3 adrenaline on your next melee attack. Ends after your next hit. 		5 Tango-energy.png 		20 Tango-recharge-darker.png 		Strength	Nightfall
Eviscerate.jpg 	Eviscerate 	Elite Axe Attack. Deals +1...25...31 damage. Inflicts Deep Wound condition (5...17...20 seconds). 	8 Tango-adrenaline.png 					Axe Mastery	Prophecies
Executioner's Strike.jpg 	Executioner's Strike 	Axe Attack. Deals +10...34...40 damage. 	8 Tango-adrenaline.png 				Tango-quest-icon.png	Axe Mastery	Core
Fierce Blow.jpg 	Fierce Blow 	Hammer Attack. Deals +5...17...20 damage. Inflicts Deep Wound (1...7...8 second[s]) if target foe is Weakened. 	6 Tango-adrenaline.png 					Hammer Mastery	Factions
Final Thrust.jpg 	Final Thrust 	Sword Attack. Deals +1...32...40 damage. Deals +1...32...40 more damage if target foe is below 50% Health. Lose all adrenaline. 	10 Tango-adrenaline.png 				Tango-quest-icon.png	Swordsmanship	Core
Flail.jpg 	Flail 	Stance. (1...12...15 second[s].) You attack 33% faster. You move 33% slower. 	4 Tango-adrenaline.png 					Strength	Nightfall
Flourish.jpg 	Flourish 	Elite Skill. Recharges your attack skills. You gain 2...6...7 Energy for each skill recharged. 		5 Tango-energy.png 	1 Tango-activation-darker.png 	8 Tango-recharge-darker.png 		Strength	Prophecies
Flurry.jpg 	Flurry 	Stance. (5 seconds). You attack 33% faster. You do 25% less damage. 		5 Tango-energy.png 		5 Tango-recharge-darker.png 	Tango-quest-icon.png		Prophecies
Forceful Blow.jpg 	Forceful Blow 	Elite Hammer Attack. Deals +10...26...30 damage. Remove target foe's stance. Inflicts Weakness condition (5...17...20 seconds). Unblockable. 	5 Tango-adrenaline.png 					Hammer Mastery	Factions
Frenzied Defense.jpg 	Frenzied Defense 	Stance. (8 seconds.) You have 75% chance to block. You take double damage. 		5 Tango-energy.png 		10 Tango-recharge-darker.png 			Nightfall
Frenzy.jpg 	Frenzy 	Stance. (8 seconds.) You attack 33% faster. You take double damage. 		5 Tango-energy.png 		4 Tango-recharge-darker.png 	Tango-quest-icon.png		Core
Furious Axe.jpg 	Furious Axe 	Axe Attack. Deals +5...29...35 damage. Gives you 3 strikes of adrenaline if blocked. 		5 Tango-energy.png 		6 Tango-recharge-darker.png 		Axe Mastery	Factions
Galrath Slash.jpg 	Galrath Slash 	Sword Attack. Deals +1...32...40 damage. 	8 Tango-adrenaline.png 					Swordsmanship	Prophecies
Gash.jpg 	Gash 	Sword Attack. Deals +5...17...20 damage and inflicts Deep Wound condition (5...17...20 seconds) if your target is Bleeding. 	6 Tango-adrenaline.png 				Tango-quest-icon.png	Swordsmanship	Core
Gladiator's Defense.jpg 	Gladiator's Defense 	Elite Stance. (5...10...11 seconds.) You have 75% chance to block. Your attacker takes 5...29...35 damage whenever you block a melee attack this way. 		5 Tango-energy.png 		30 Tango-recharge-darker.png 		Tactics	Prophecies
Grapple.jpg 	Grapple 	Touch Skill. Causes knockdown. You are also knocked down. Your current stance ends. 		5 Tango-energy.png 	¾ Tango-activation-darker.png 	12 Tango-recharge-darker.png 			Eye of the North
Griffon's Sweep.jpg 	Griffon's Sweep 	Melee Attack. Deals +5...17...20 damage. Causes knock-down and deals 10...29...34 damage if blocked. 		5 Tango-energy.png 		8 Tango-recharge-darker.png 	Tango-quest-icon.png	Strength	Prophecies
Hammer Bash.jpg 	Hammer Bash 	Hammer Attack. Causes knock-down. Lose all adrenaline. 	6 Tango-adrenaline.png 				Tango-quest-icon.png	Hammer Mastery	Core
Hamstring.jpg 	Hamstring 	Sword Attack. Inflicts Crippled condition (3...13...15 seconds). 		10 Tango-energy.png 		15 Tango-recharge-darker.png 	Tango-quest-icon.png	Swordsmanship	Core
Headbutt.jpg 	Headbutt 	Elite Touch Skill. Deals 40...88...100 damage. You are Dazed (5...17...20 seconds). 		15 Tango-energy.png 	¾ Tango-activation-darker.png 	20 Tango-recharge-darker.png 		Strength	Nightfall
Healing Signet.jpg 	Healing Signet 	Signet. You gain 82...154...172 Health. You have -40 armor while using this skill. 			2 Tango-activation-darker.png 	4 Tango-recharge-darker.png 	Tango-quest-icon.png	Tactics	Core
Heavy Blow.jpg 	Heavy Blow 	Hammer Attack. Deals +1...24...30 damage and causes knock-down if target foe is Weakened. Lose all adrenaline. 	5 Tango-adrenaline.png 					Hammer Mastery	Core
Hundred Blades.jpg 	Hundred Blades 	Elite Skill. (15 seconds.) Deals 10...22...25 slashing damage to all adjacent foes whenever you attack with a sword. 		5 Tango-energy.png 		25 Tango-recharge-darker.png 		Swordsmanship	Core
Irresistible Blow.jpg 	Irresistible Blow 	Hammer Attack. Deals +5...17...20 damage. Deals 5...17...20 damage and causes knock-down if blocked. 		5 Tango-energy.png 		6 Tango-recharge-darker.png 	Tango-quest-icon.png	Hammer Mastery	Core
Jaizhenju Strike.jpg 	Jaizhenju Strike 	Sword Attack. Deals +1...24...30 damage. Unblockable unless you are in a stance. 		5 Tango-energy.png 		8 Tango-recharge-darker.png 		Swordsmanship	Factions
Keen Chop.jpg 	Keen Chop 	Axe Attack. Always a critical hit. 	3 Tango-adrenaline.png 					Axe Mastery	Eye of the North
Knee Cutter.jpg 	Knee Cutter 	Sword Attack. You gain 2...6...7 Energy and 1...3...3 adrenaline if target foe is Crippled. 	5 Tango-adrenaline.png 			1 Tango-recharge-darker.png 		Swordsmanship	Eye of the North
Lacerating Chop.jpg 	Lacerating Chop 	Axe Attack. Deals +5...17...20 damage. Inflicts Bleeding condition (5...17...20 seconds) if target foe is knocked-down. 	5 Tango-adrenaline.png 					Axe Mastery	Factions
Leviathan's Sweep.jpg 	Leviathan's Sweep 	Melee Attack. Deals +5...17...20 damage. Causes knock-down and deals 10...29...34 damage if blocked. 		5 Tango-energy.png 		8 Tango-recharge-darker.png 		Strength	Factions
Lion's Comfort.jpg 	Lion's Comfort 	Skill. You are healed for 50...98...110 and gain 0...2...3 strike[s] of adrenaline. Disables your signets (12 seconds). 	4 Tango-adrenaline.png 		1 Tango-activation-darker.png 	1 Tango-recharge-darker.png 		Strength	Nightfall
Magehunter Strike.jpg 	Magehunter Strike 	Elite Melee Attack. Deals +5...17...20 damage. Unblockable if target foe is enchanted. 		5 Tango-energy.png 	½ Tango-activation-darker.png 	3 Tango-recharge-darker.png 		Strength	Nightfall
Magehunter's Smash.jpg 	Magehunter's Smash 	Elite Hammer Attack. Causes knock-down. Unblockable if target foe is enchanted. 	8 Tango-adrenaline.png 					Hammer Mastery	Nightfall
Mighty Blow.jpg 	Mighty Blow 	Hammer Attack. Deals +10...34...40 damage. 	7 Tango-adrenaline.png 				Tango-quest-icon.png	Hammer Mastery	Core
Mokele Smash.jpg 	Mokele Smash 	Hammer Attack. Deals +5...17...20 damage and you gain 2 strikes of adrenaline. 		5 Tango-energy.png 		12 Tango-recharge-darker.png 		Hammer Mastery	Nightfall
Overbearing Smash.jpg 	Overbearing Smash 	Hammer Attack. Deals +1...16...20 damage. If target foe is knocked down, they are Dazed (1...7...8 second[s]). 		5 Tango-energy.png 		20 Tango-recharge-darker.png 		Hammer Mastery	Nightfall
Penetrating Blow.jpg 	Penetrating Blow 	Axe Attack. Deals +5...17...20 damage. 20% armor penetration. 	5 Tango-adrenaline.png 				Tango-quest-icon.png	Axe Mastery	Prophecies
Penetrating Chop.jpg 	Penetrating Chop 	Axe Attack. Deals +5...17...20 damage. 20% armor penetration. 	5 Tango-adrenaline.png 					Axe Mastery	Factions
Power Attack.jpg 	Power Attack 	Melee Attack. Deals +10...34...40 damage. 		5 Tango-energy.png 		3 Tango-recharge-darker.png 	Tango-quest-icon.png	Strength	Core
Primal Rage.jpg 	Primal Rage 	Elite Stance. (1...12...15 second[s].) You attack 33% faster and move 25% faster. You take double damage. 	4 Tango-adrenaline.png 			10 Tango-recharge-darker.png 		Strength	Factions
Protector's Defense.jpg 	Protector's Defense 	Skill. (5...10...11 seconds.) Allies adjacent to you have 75% chance to block. Ends if you move. 		5 Tango-energy.png 		30 Tango-recharge-darker.png 		Tactics	Factions
Protector's Strike.jpg 	Protector's Strike 	Melee Attack. Deals +10...34...40 damage if target is moving. 		5 Tango-energy.png 	½ Tango-activation-darker.png 	3 Tango-recharge-darker.png 	Tango-quest-icon.png	Strength	Prophecies
Pulverizing Smash.jpg 	Pulverizing Smash 	Hammer Attack. Inflicts Weakness and Deep Wound conditions (5...17...20 seconds) if target foe is knocked-down. 	4 Tango-adrenaline.png 					Hammer Mastery	Eye of the North
Pure Strike.jpg 	Pure Strike 	Sword Attack. Deals +1...24...30 damage. Unblockable unless you are in a stance. 		5 Tango-energy.png 		8 Tango-recharge-darker.png 	Tango-quest-icon.png	Swordsmanship	Prophecies
Quivering Blade.jpg 	Quivering Blade 	Elite Sword Attack. Deals +10...34...40 damage. Inflicts Dazed condition (5 seconds) if target foe was moving. 	5 Tango-adrenaline.png 					Swordsmanship	Factions
Rage of the Ntouka.jpg 	Rage of the Ntouka 	Elite Skill. You gain 1...6...7 adrenaline. For 10 seconds, adrenal skills have a 5 second recharge when used. 		5 Tango-energy.png 		15 Tango-recharge-darker.png 		Strength	Nightfall
Renewing Smash.jpg 	Renewing Smash 	Hammer Attack. Deals +10...34...40 damage. You gain 3 Energy and this attack recharges instantly if target foe was knocked down. 		5 Tango-energy.png 	1 Tango-activation-darker.png 	30 Tango-recharge-darker.png 		Hammer Mastery	Factions
Renewing Smash (PvP).jpg 	Renewing Smash (PvP) 	Hammer Attack. Deals +5...17...20 damage. You gain 3 energy and this attack recharges instantly if target foe was knocked down. 		5 Tango-energy.png 		30 Tango-recharge-darker.png 		Hammer Mastery	Factions
Riposte.jpg 	Riposte 	Skill. (8 seconds). You block the next melee attack and your attacker takes 20...68...80 damage. No effect unless you have a sword equipped. 	4 Tango-adrenaline.png 					Tactics	Prophecies
Rush.jpg 	Rush 	Stance. (8...18...20 seconds.) You move 25% faster. 	4 Tango-adrenaline.png 					Strength	Prophecies
Savage Slash.jpg 	Savage Slash 	Sword Attack. Interrupts an action. Interruption effect: deals +1...32...40 damage if action was a spell. 		5 Tango-energy.png 	½ Tango-activation-darker.png 	15 Tango-recharge-darker.png 	Tango-quest-icon.png	Swordsmanship	Core
Seeking Blade.jpg 	Seeking Blade 	Sword Attack. Deals +1...16...20 damage. Deals 1...16...20 damage and inflicts Bleeding condition (25 seconds) if blocked. 		5 Tango-energy.png 		4 Tango-recharge-darker.png 	Tango-quest-icon.png	Swordsmanship	Core
Seven Weapons Stance.jpg 	Seven Weapons Stance 	Elite Stance. (3...17...20 seconds.) Weapon attributes are increased by +1...12...15. You attack 33% faster. PvE Skill 		5 Tango-energy.png 		20 Tango-recharge-darker.png 		Strength	Core
Sever Artery.jpg 	Sever Artery 	Sword Attack. Inflicts Bleeding condition (5...21...25 seconds). 	4 Tango-adrenaline.png 				Tango-quest-icon.png	Swordsmanship	Core
Shield Bash.jpg 	Shield Bash 	Skill. (5...10...11 seconds.) You block the next attack skill. Causes knock-down and +15 second recharge if it was a melee skill. No effect unless you are wielding a shield. 		5 Tango-energy.png 		20 Tango-recharge-darker.png 	Tango-quest-icon.png	Strength	Core
Shield Stance.jpg 	Shield Stance 	Stance. (1...5...6 second[s].) You have 75% chance to block. Damage is reduced by 2 for each rank of Strength (maximum 15 damage reduction). No effect unless you have a shield equipped. 		5 Tango-energy.png 		15 Tango-recharge-darker.png 	Tango-quest-icon.png	Tactics	Prophecies
Shove.jpg 	Shove 	Elite Touch Skill. Causes knockdown. Initial effect: ends foe's stance and deals 15...63...75 damage if target foe is moving. 		5 Tango-energy.png 	¾ Tango-activation-darker.png 	15 Tango-recharge-darker.png 		Tactics	Factions
Signet of Stamina.jpg 	Signet of Stamina 	Signet. You have +50...250...300 maximum Health. Ends if you hit with an attack. 			¼ Tango-activation-darker.png 	20 Tango-recharge-darker.png 		Strength	Nightfall
Signet of Strength.jpg 	Signet of Strength 	Signet. Your attacks deal +5 damage. Ends after 1...13...16 attack[s]. 			1 Tango-activation-darker.png 	45 Tango-recharge-darker.png 		Strength	Factions
Silverwing Slash.jpg 	Silverwing Slash 	Sword Attack. Deals +1...32...40 damage. 	8 Tango-adrenaline.png 					Swordsmanship	Factions
Skull Crack.jpg 	Skull Crack 	Elite Melee Attack. Interrupts an action. Inflicts Dazed condition (10 seconds) if target is casting a spell. 	9 Tango-adrenaline.png 		½ Tango-activation-darker.png 				Prophecies
Soldier's Defense.jpg 	Soldier's Defense 	Stance. (1...5...6 second[s].) You have 75% chance to block while under the effects of a shout or chant. Block effect: gain 1 adrenaline. 		5 Tango-energy.png 		15 Tango-recharge-darker.png 		Tactics	Nightfall
Soldier's Speed.jpg 	Soldier's Speed 	Stance. (3...15...18 seconds.) You move 15% faster and an additional 15% while affected by a chant or shout. 		5 Tango-energy.png 		12 Tango-recharge-darker.png 		Tactics	Eye of the North
